School Code,School Year,District Code,District Name,County,School Name,TYPE,INDEX,2016 INDEX,TOTAL,Native,Asian,Black,PI,White,2+,Hispanic,NativePerc,AsianPerc,BlackPerc,PIPerc,WhitePerc,2+Perc,HispanicPerc
4377,2019-20,17417,Northshore School District,King,Woodmoor Elementary,Elementary,66.4,65.2,775,3,155,13,1,390,70,143,0.4%,20.0%,1.7%,0.1%,50.3%,9.0%,18.5%
3353,2019-20,31015,Edmonds School District,Snohomish,Meadowdale Middle School,Middle,70.5,69.1,777,2,72,73,12,359,79,180,0.3%,9.3%,9.4%,1.5%,46.2%,10.2%,23.2%
5597,2019-20,17414,Lake Washington School District,King,Timberline Middle School,Middle,65.7,#N/A,777,3,310,27,0,321,48,68,0.4%,39.9%,3.5%,0.0%,41.3%,6.2%,8.8%
4516,2019-20,17417,Northshore School District,King,Timbercrest Junior High,Middle,38.3,37,783,0,54,7,1,607,68,46,0.0%,6.9%,0.9%,0.1%,77.5%,8.7%,5.9%
2738,2019-20,17411,Issaquah School District,King,Clark Elementary,Elementary,65.8,64.7,783,2,165,28,1,406,75,106,0.3%,21.1%,3.6%,0.1%,51.9%,9.6%,13.5%
3435,2019-20,17405,Bellevue School District,King,Tillicum Middle School,Middle,71.2,60.9,785,2,194,20,3,334,97,135,0.3%,24.7%,2.5%,0.4%,42.5%,12.4%,17.2%
4204,2019-20,31306,Lakewood School District,Snohomish,Lakewood High School,High,51.8,#N/A,787,4,16,13,10,522,94,128,0.5%,2.0%,1.7%,1.3%,66.3%,11.9%,16.3%
3626,2019-20,17210,Federal Way School District,King,Sacajawea Middle School,Middle,74.7,76.4,788,3,77,135,45,135,62,330,0.4%,9.8%,17.1%,5.7%,17.1%,7.9%,41.9%
3163,2019-20,17401,Highline School District,King,Cascade Middle School (Highline),Middle,69.3,68.1,788,7,173,94,15,85,36,378,0.9%,22.0%,11.9%,1.9%,10.8%,4.6%,48.0%
3560,2019-20,31015,Edmonds School District,Snohomish,Alderwood Middle School,Middle,74.1,75.3,793,2,151,45,9,292,78,216,0.3%,19.0%,5.7%,1.1%,36.8%,9.8%,27.2%
3386,2019-20,17411,Issaquah School District,King,Sunny Hills Elementary,Elementary,65.3,62.3,796,2,345,13,1,303,62,70,0.3%,43.3%,1.6%,0.1%,38.1%,7.8%,8.8%
3381,2019-20,17210,Federal Way School District,King,Lakota Middle School,Middle,78.3,75.8,798,6,60,102,63,218,98,251,0.8%,7.5%,12.8%,7.9%,27.3%,12.3%,31.5%
5486,2019-20,17001,Seattle School District #1,King,Robert Eagle Staff Middle School,Middle,62.6,#N/A,810,6,67,68,1,463,82,123,0.7%,8.3%,8.4%,0.1%,57.2%,10.1%,15.2%
4395,2019-20,31201,Snohomish School District,Snohomish,Centennial Middle School,Middle,37.9,31.2,833,3,14,4,1,645,63,103,0.4%,1.7%,0.5%,0.1%,77.4%,7.6%,12.4%
5040,2019-20,31103,Monroe School District,Snohomish,Park Place Middle School,Middle,55.3,47.7,833,3,18,14,0,491,50,257,0.4%,2.2%,1.7%,0.0%,58.9%,6.0%,30.9%
2839,2019-20,17001,Seattle School District #1,King,David T. Denny International Middle School,Middle,78.5,77.9,839,10,125,165,13,186,82,258,1.2%,14.9%,19.7%,1.5%,22.2%,9.8%,30.8%
4139,2019-20,31004,Lake Stevens School District,Snohomish,North Lake Middle School,Middle,45.6,40.2,844,10,30,15,2,608,70,109,1.2%,3.6%,1.8%,0.2%,72.0%,8.3%,12.9%
4460,2019-20,17411,Issaquah School District,King,Beaver Lake Middle School,Middle,62.5,58.7,846,1,281,7,1,425,74,57,0.1%,33.2%,0.8%,0.1%,50.2%,8.7%,6.7%
4430,2019-20,31006,Mukilteo School District,Snohomish,Harbour Pointe Middle School,Middle,70.7,67.3,858,1,177,50,4,394,113,119,0.1%,20.6%,5.8%,0.5%,45.9%,13.2%,13.9%
3355,2019-20,31025,Marysville School District,Snohomish,Marysville Middle School,Middle,68.5,62.7,859,20,63,21,11,394,102,248,2.3%,7.3%,2.4%,1.3%,45.9%,11.9%,28.9%
4357,2019-20,31025,Marysville School District,Snohomish,Cedarcrest School,Middle,67.2,62.9,865,18,52,19,15,413,102,246,2.1%,6.0%,2.2%,1.7%,47.7%,11.8%,28.4%
4306,2019-20,17417,Northshore School District,King,Fernwood Elementary,Elementary,57,64.4,869,1,507,13,1,251,53,43,0.1%,58.3%,1.5%,0.1%,28.9%,6.1%,4.9%
3898,2019-20,17210,Federal Way School District,King,Illahee Middle School,Middle,81.3,77.5,877,5,117,161,64,192,113,225,0.6%,13.3%,18.4%,7.3%,21.9%,12.9%,25.7%
2394,2019-20,17408,Auburn School District,King,Cascade Middle School (Auburn),Middle,76,69.4,884,3,77,89,61,322,92,240,0.3%,8.7%,10.1%,6.9%,36.4%,10.4%,27.1%
5016,2019-20,17415,Kent School District,King,Mill Creek Middle School,Middle,76.7,74.8,888,1,132,173,49,133,65,335,0.1%,14.9%,19.5%,5.5%,15.0%,7.3%,37.7%
4425,2019-20,31006,Mukilteo School District,Snohomish,Voyager Middle School,Middle,74.4,72.2,889,4,111,89,16,243,86,340,0.4%,12.5%,10.0%,1.8%,27.3%,9.7%,38.2%
2848,2019-20,17406,Tukwila School District,King,Foster Senior High School,High,77,75.8,889,5,288,180,45,95,45,231,0.6%,32.4%,20.2%,5.1%,10.7%,5.1%,26.0%
5484,2019-20,17403,Renton School District,King,Vera Risdon Middle School,Middle,75,#N/A,906,2,243,63,1,299,83,215,0.2%,26.8%,7.0%,0.1%,33.0%,9.2%,23.7%
3483,2019-20,17401,Highline School District,King,Tyee High School,High,73.4,#N/A,907,6,159,176,69,84,26,387,0.7%,17.5%,19.4%,7.6%,9.3%,2.9%,42.7%
2392,2019-20,17001,Seattle School District #1,King,Cleveland High School STEM,High,68.7,67,916,3,442,209,2,78,66,116,0.3%,48.3%,22.8%,0.2%,8.5%,7.2%,12.7%
5551,2019-20,17401,Highline School District,King,Glacier Middle School,Middle,66.3,#N/A,922,3,141,92,38,111,45,492,0.3%,15.3%,10.0%,4.1%,12.0%,4.9%,53.4%
3790,2019-20,17417,Northshore School District,King,Leota Jr High,High,63.7,60.8,923,2,216,19,2,493,79,112,0.2%,23.4%,2.1%,0.2%,53.4%,8.6%,12.1%
3035,2019-20,17403,Renton School District,King,McKnight Middle School,Middle,76.1,73.2,931,0,230,101,7,212,75,306,0.0%,24.7%,10.8%,0.8%,22.8%,8.1%,32.9%
3338,2019-20,17405,Bellevue School District,King,Chinook Middle School (Bellevue),Middle,67.4,63.9,936,1,315,23,5,412,102,78,0.1%,33.7%,2.5%,0.5%,44.0%,10.9%,8.3%
4021,2019-20,17417,Northshore School District,King,Northshore Jr High,Middle,61.6,58.8,939,3,157,13,1,534,86,145,0.3%,16.7%,1.4%,0.1%,56.9%,9.2%,15.4%
3879,2019-20,17411,Issaquah School District,King,Pine Lake Middle School,Middle,64.3,59.5,949,1,409,11,0,378,69,81,0.1%,43.1%,1.2%,0.0%,39.8%,7.3%,8.5%
3120,2019-20,31006,Mukilteo School District,Snohomish,Olympic View Middle School,Middle,71.7,66.4,963,2,108,80,7,415,104,247,0.2%,11.2%,8.3%,0.7%,43.1%,10.8%,25.6%
3752,2019-20,31002,Everett School District,Snohomish,Eisenhower Middle School,Middle,66.1,63.9,965,3,144,60,10,500,52,196,0.3%,14.9%,6.2%,1.0%,51.8%,5.4%,20.3%
3493,2019-20,17417,Northshore School District,King,Canyon Park Jr High,Middle,63.4,54.3,968,4,165,24,0,535,120,120,0.4%,17.0%,2.5%,0.0%,55.3%,12.4%,12.4%
4437,2019-20,31002,Everett School District,Snohomish,Gateway Middle School,Middle,65.7,59.6,968,5,275,34,4,479,76,95,0.5%,28.4%,3.5%,0.4%,49.5%,7.9%,9.8%
3169,2019-20,17408,Auburn School District,King,Olympic Middle School,Middle,74.6,72.1,970,41,72,54,76,235,93,399,4.2%,7.4%,5.6%,7.8%,24.2%,9.6%,41.1%
3524,2019-20,17407,Riverview School District,King,Cedarcrest High School,High,37.1,34.5,976,2,30,5,4,762,50,122,0.2%,3.1%,0.5%,0.4%,78.1%,5.1%,12.5%
4231,2019-20,31006,Mukilteo School District,Snohomish,Explorer Middle School,Middle,73.3,70.6,976,2,131,67,10,267,114,385,0.2%,13.4%,6.9%,1.0%,27.4%,11.7%,39.4%
4462,2019-20,17408,Auburn School District,King,Mt. Baker Middle School,Middle,74.1,68.9,981,3,103,43,56,314,112,350,0.3%,10.5%,4.4%,5.7%,32.0%,11.4%,35.7%
2435,2019-20,17001,Seattle School District #1,King,Madison Middle School,Middle,52.3,62.2,987,2,49,49,3,658,134,92,0.2%,5.0%,5.0%,0.3%,66.7%,13.6%,9.3%
5351,2019-20,17001,Seattle School District #1,King,Jane Addams Middle School,Middle,68.8,66.3,998,2,132,82,4,497,135,146,0.2%,13.2%,8.2%,0.4%,49.8%,13.5%,14.6%
3232,2019-20,17414,Lake Washington School District,King,Redmond Middle School,Middle,68.2,66.5,"1,006",1,394,25,0,379,87,120,0.1%,39.2%,2.5%,0.0%,37.7%,8.6%,11.9%
3038,2019-20,17411,Issaquah School District,King,Issaquah Middle School,Middle,66.3,56.6,"1,008",4,240,23,1,506,93,141,0.4%,23.8%,2.3%,0.1%,50.2%,9.2%,14.0%
3434,2019-20,17403,Renton School District,King,Nelsen Middle School,Middle,80,77.3,"1,008",6,236,170,23,237,116,220,0.6%,23.4%,16.9%,2.3%,23.5%,11.5%,21.8%
2325,2019-20,17401,Highline School District,King,Highline High School,High,69.7,71,"1,020",5,174,82,38,194,40,487,0.5%,17.1%,8.0%,3.7%,19.0%,3.9%,47.7%
5200,2019-20,17411,Issaquah School District,King,Pacific Cascade Middle School,Middle,62.7,60.4,"1,024",1,308,31,3,533,84,64,0.1%,30.1%,3.0%,0.3%,52.1%,8.2%,6.3%
3706,2019-20,17414,Lake Washington School District,King,Rose Hill Middle School,Middle,67.5,60.8,"1,028",0,283,22,0,483,103,137,0.0%,27.5%,2.1%,0.0%,47.0%,10.0%,13.3%
4385,2019-20,17408,Auburn School District,King,Rainier Middle School,Middle,73.9,65.6,"1,032",4,130,108,20,401,85,284,0.4%,12.6%,10.5%,1.9%,38.9%,8.2%,27.5%
3631,2019-20,17405,Bellevue School District,King,Odle Middle School,Middle,59.5,63.2,"1,036",2,612,27,1,203,83,108,0.2%,59.1%,2.6%,0.1%,19.6%,8.0%,10.4%
3286,2019-20,17409,Tahoma School District,King,Lake Wilderness Elementary,Elementary,50.1,45.3,"1,040",6,60,20,12,714,125,103,0.6%,5.8%,1.9%,1.2%,68.7%,12.0%,9.9%
3099,2019-20,17401,Highline School District,King,Evergreen High School,High,68.2,#N/A,"1,040",10,218,127,25,93,49,518,1.0%,21.0%,12.2%,2.4%,8.9%,4.7%,49.8%
4334,2019-20,31002,Everett School District,Snohomish,Heatherwood Middle School,Middle,66.6,63.5,"1,046",7,188,34,5,535,91,186,0.7%,18.0%,3.3%,0.5%,51.1%,8.7%,17.8%
2371,2019-20,17001,Seattle School District #1,King,Hamilton International Middle School,Middle,53.4,42.2,"1,049",4,78,27,2,687,158,93,0.4%,7.4%,2.6%,0.2%,65.5%,15.1%,8.9%
3283,2019-20,17405,Bellevue School District,King,Tyee Middle School,Middle,57.1,62.5,"1,049",2,629,22,6,258,79,53,0.2%,60.0%,2.1%,0.6%,24.6%,7.5%,5.1%
3937,2019-20,17409,Tahoma School District,King,Cedar River Middle School,Middle,55.4,45.4,"1,064",3,64,28,9,678,132,150,0.3%,6.0%,2.6%,0.8%,63.7%,12.4%,14.1%
2729,2019-20,17001,Seattle School District #1,King,Eckstein Middle School,Middle,54.5,47.6,"1,088",6,93,63,1,708,137,80,0.6%,8.5%,5.8%,0.1%,65.1%,12.6%,7.4%
3096,2019-20,17001,Seattle School District #1,King,Chief Sealth International High School,High,78.6,78.3,"1,089",16,197,216,17,238,82,323,1.5%,18.1%,19.8%,1.6%,21.9%,7.5%,29.7%
3253,2019-20,31002,Everett School District,Snohomish,Evergreen Middle School (Everett),Middle,68.5,63.1,"1,098",1,112,62,13,495,81,334,0.1%,10.2%,5.6%,1.2%,45.1%,7.4%,30.4%
4371,2019-20,17417,Northshore School District,King,Skyview Jr High,Middle,66.8,65.1,"1,101",1,422,30,0,450,79,119,0.1%,38.3%,2.7%,0.0%,40.9%,7.2%,10.8%
3095,2019-20,17001,Seattle School District #1,King,Mercer International Middle School,Middle,73.7,71.7,"1,115",2,460,230,1,159,93,170,0.2%,41.3%,20.6%,0.1%,14.3%,8.3%,15.2%
3341,2019-20,17409,Tahoma School District,King,Tahoma Middle School,Middle,47.1,35.4,"1,123",5,64,23,5,798,117,111,0.4%,5.7%,2.0%,0.4%,71.1%,10.4%,9.9%
2234,2019-20,17001,Seattle School District #1,King,West Seattle High School,High,60.4,67.3,"1,124",6,105,87,6,671,113,136,0.5%,9.3%,7.7%,0.5%,59.7%,10.1%,12.1%
3219,2019-20,17400,Mercer Island School District,King,Islander Middle School,Middle,57.5,48,"1,139",1,265,7,0,679,126,61,0.1%,23.3%,0.6%,0.0%,59.6%,11.1%,5.4%
3479,2019-20,17001,Seattle School District #1,King,Nathan Hale High School,High,66.8,64.7,"1,153",13,117,142,3,608,112,158,1.1%,10.1%,12.3%,0.3%,52.7%,9.7%,13.7%
5213,2019-20,31025,Marysville School District,Snohomish,Marysville-Pilchuck High School,High,66,61.7,"1,164",63,55,25,11,576,102,332,5.4%,4.7%,2.1%,0.9%,49.5%,8.8%,28.5%
3741,2019-20,17403,Renton School District,King,Lindbergh Senior High School,High,77.5,76,"1,214",3,316,177,15,349,87,267,0.2%,26.0%,14.6%,1.2%,28.7%,7.2%,22.0%
2475,2019-20,17403,Renton School District,King,Renton Senior High School,High,76.4,75,"1,217",4,341,306,23,111,88,344,0.3%,28.0%,25.1%,1.9%,9.1%,7.2%,28.3%
3636,2019-20,17411,Issaquah School District,King,Maywood Middle School,Middle,62.4,57.7,"1,233",4,281,24,3,681,122,118,0.3%,22.8%,1.9%,0.2%,55.2%,9.9%,9.6%
2182,2019-20,17001,Seattle School District #1,King,Franklin High School,High,72.2,63.9,"1,238",7,497,358,1,120,79,176,0.6%,40.1%,28.9%,0.1%,9.7%,6.4%,14.2%
3330,2019-20,17216,Enumclaw School District,King,Enumclaw Sr High School,High,37.1,32.3,"1,270",18,4,12,5,986,46,199,1.4%,0.3%,0.9%,0.4%,77.6%,3.6%,15.7%
3282,2019-20,17405,Bellevue School District,King,Sammamish Senior High,High,70.3,70.1,"1,285",5,254,63,5,582,108,268,0.4%,19.8%,4.9%,0.4%,45.3%,8.4%,20.9%
4386,2019-20,17414,Lake Washington School District,King,Inglewood Middle School,Middle,60.8,51.8,"1,289",1,404,19,3,687,98,77,0.1%,31.3%,1.5%,0.2%,53.3%,7.6%,6.0%
2581,2019-20,31401,Stanwood-Camano School District,Snohomish,Stanwood High School,High,36.4,26.4,"1,317",10,21,17,4,1037,86,142,0.8%,1.6%,1.3%,0.3%,78.7%,6.5%,10.8%
3303,2019-20,31015,Edmonds School District,Snohomish,Mountlake Terrace High School,High,66.6,64,"1,370",9,172,76,13,717,144,239,0.7%,12.6%,5.5%,0.9%,52.3%,10.5%,17.4%
2126,2019-20,31002,Everett School District,Snohomish,Everett High School,High,61,56.1,"1,378",10,86,66,27,787,82,320,0.7%,6.2%,4.8%,2.0%,57.1%,6.0%,23.2%
3766,2019-20,17210,Federal Way School District,King,Decatur High School,High,77.9,74.9,"1,378",10,128,185,77,429,156,393,0.7%,9.3%,13.4%,5.6%,31.1%,11.3%,28.5%
5099,2019-20,31004,Lake Stevens School District,Snohomish,Cavelero Mid High School,High,50,44,"1,448",8,65,28,4,989,135,219,0.6%,4.5%,1.9%,0.3%,68.3%,9.3%,15.1%
3755,2019-20,31015,Edmonds School District,Snohomish,Lynnwood High School,High,75,72.8,"1,453",5,319,103,14,489,122,401,0.3%,22.0%,7.1%,1.0%,33.7%,8.4%,27.6%
3962,2019-20,17411,Issaquah School District,King,Liberty Sr High School,High,60.8,52.2,"1,475",1,344,30,5,835,101,159,0.1%,23.3%,2.0%,0.3%,56.6%,6.8%,10.8%
3276,2019-20,17001,Seattle School District #1,King,Ingraham High School,High,66.6,63.5,"1,492",13,160,159,5,790,158,207,0.9%,10.7%,10.7%,0.3%,52.9%,10.6%,13.9%
4570,2019-20,17210,Federal Way School District,King,Todd Beamer High School,High,80.1,76.6,"1,495",10,230,236,86,425,156,352,0.7%,15.4%,15.8%,5.8%,28.4%,10.4%,23.5%
4492,2019-20,17415,Kent School District,King,Kentlake High School,High,69.5,60.7,"1,508",8,167,144,17,728,133,311,0.5%,11.1%,9.5%,1.1%,48.3%,8.8%,20.6%
3464,2019-20,31015,Edmonds School District,Snohomish,Meadowdale High School,High,70.3,64.7,"1,529",6,211,108,17,706,131,350,0.4%,13.8%,7.1%,1.1%,46.2%,8.6%,22.9%
3771,2019-20,17414,Lake Washington School District,King,Juanita High,High,63.6,60.2,"1,538",3,262,53,3,846,140,231,0.2%,17.0%,3.4%,0.2%,55.0%,9.1%,15.0%
3029,2019-20,17400,Mercer Island School District,King,Mercer Island High School,High,49.3,46.6,"1,544",1,297,16,6,1050,124,50,0.1%,19.2%,1.0%,0.4%,68.0%,8.0%,3.2%
3343,2019-20,17412,Shoreline School District,King,Shorecrest High School,High,68.3,63.1,"1,544",5,199,148,8,784,191,209,0.3%,12.9%,9.6%,0.5%,50.8%,12.4%,13.5%
5478,2019-20,31025,Marysville School District,Snohomish,Marysville Getchell High School,High,65.2,#N/A,"1,553",33,169,33,15,819,141,343,2.1%,10.9%,2.1%,1.0%,52.7%,9.1%,22.1%
3921,2019-20,17412,Shoreline School District,King,Shorewood High School,High,68.1,66.9,"1,558",9,256,126,11,789,145,222,0.6%,16.4%,8.1%,0.7%,50.6%,9.3%,14.2%
2701,2019-20,17405,Bellevue School District,King,Bellevue High School,High,65.7,63.7,"1,559",3,515,24,3,726,153,135,0.2%,33.0%,1.5%,0.2%,46.6%,9.8%,8.7%
3123,2019-20,31015,Edmonds School District,Snohomish,Edmonds-Woodway High School,High,69.8,66.7,"1,566",8,222,112,9,745,151,319,0.5%,14.2%,7.2%,0.6%,47.6%,9.6%,20.4%
3106,2019-20,17417,Northshore School District,King,Bothell High School,High,57.1,56.6,"1,604",2,191,32,4,995,148,232,0.1%,11.9%,2.0%,0.2%,62.0%,9.2%,14.5%
2428,2019-20,31201,Snohomish School District,Snohomish,Snohomish High School,High,36.5,30,"1,611",8,40,6,3,1264,83,207,0.5%,2.5%,0.4%,0.2%,78.5%,5.2%,12.8%
4528,2019-20,31103,Monroe School District,Snohomish,Monroe High School,High,48.9,44,"1,650",14,39,16,3,1112,85,381,0.8%,2.4%,1.0%,0.2%,67.4%,5.2%,23.1%
3492,2019-20,17417,Northshore School District,King,Inglemoor High School,High,63.5,56.6,"1,657",10,285,35,4,911,153,259,0.6%,17.2%,2.1%,0.2%,55.0%,9.2%,15.6%
5037,2019-20,17408,Auburn School District,King,Auburn Mountainview High School,High,71.3,62.8,"1,661",8,239,178,30,761,112,333,0.5%,14.4%,10.7%,1.8%,45.8%,6.7%,20.0%
2417,2019-20,17210,Federal Way School District,King,Federal Way High School,High,77.4,75.9,"1,664",6,181,266,131,274,175,631,0.4%,10.9%,16.0%,7.9%,16.5%,10.5%,37.9%
3584,2019-20,17210,Federal Way School District,King,Thomas Jefferson High School,High,77.7,75.9,"1,700",9,327,192,60,404,149,559,0.5%,19.2%,11.3%,3.5%,23.8%,8.8%,32.9%
4208,2019-20,17417,Northshore School District,King,Woodinville High School,High,47,42.9,"1,703",3,154,18,2,1209,143,174,0.2%,9.0%,1.1%,0.1%,71.0%,8.4%,10.2%
2523,2019-20,31016,Arlington School District,Snohomish,Arlington High School,High,41.2,33.7,"1,717",18,46,14,2,1291,129,217,1.0%,2.7%,0.8%,0.1%,75.2%,7.5%,12.6%
3630,2019-20,17403,Renton School District,King,Hazen Senior High School,High,73,71.4,"1,718",5,550,91,8,551,96,417,0.3%,32.0%,5.3%,0.5%,32.1%,5.6%,24.3%
3588,2019-20,17405,Bellevue School District,King,Interlake Senior High School,High,70.2,70.3,"1,718",6,733,66,2,497,157,257,0.3%,42.7%,3.8%,0.1%,28.9%,9.1%,15.0%
5481,2019-20,17417,Northshore School District,King,North Creek High School,High,66.4,#N/A,"1,723",12,551,43,9,801,117,190,0.7%,32.0%,2.5%,0.5%,46.5%,6.8%,11.0%
3279,2019-20,17401,Highline School District,King,Mount Rainier High School,High,78,74.5,"1,731",13,246,236,76,464,147,549,0.8%,14.2%,13.6%,4.4%,26.8%,8.5%,31.7%
5128,2019-20,31201,Snohomish School District,Snohomish,Glacier Peak High School,High,45.9,39.3,"1,773",6,151,31,3,1275,117,190,0.3%,8.5%,1.7%,0.2%,71.9%,6.6%,10.7%
2739,2019-20,17414,Lake Washington School District,King,Lake Washington High,High,55.4,51.3,"1,773",1,221,43,0,1131,153,224,0.1%,12.5%,2.4%,0.0%,63.8%,8.6%,12.6%
2306,2019-20,17001,Seattle School District #1,King,Garfield High School,High,72.5,72.7,"1,773",9,278,428,5,747,163,143,0.5%,15.7%,24.1%,0.3%,42.1%,9.2%,8.1%
4474,2019-20,17408,Auburn School District,King,Auburn Riverside High School,High,71.7,67.1,"1,776",5,224,97,64,764,150,472,0.3%,12.6%,5.5%,3.6%,43.0%,8.4%,26.6%
2795,2019-20,17408,Auburn School District,King,Auburn Senior High School,High,75.3,70.9,"1,776",37,154,162,101,562,144,616,2.1%,8.7%,9.1%,5.7%,31.6%,8.1%,34.7%
3407,2019-20,31002,Everett School District,Snohomish,Cascade High School,High,70.8,61.3,"1,788",10,278,104,29,789,123,455,0.6%,15.5%,5.8%,1.6%,44.1%,6.9%,25.4%
3486,2019-20,17405,Bellevue School District,King,Newport Senior High School,High,61.6,63.3,"1,789",3,957,31,3,527,139,129,0.2%,53.5%,1.7%,0.2%,29.5%,7.8%,7.2%
2285,2019-20,17001,Seattle School District #1,King,Roosevelt High School,High,47.8,51.5,"1,822",4,197,65,1,1285,154,116,0.2%,10.8%,3.6%,0.1%,70.5%,8.5%,6.4%
2220,2019-20,17001,Seattle School District #1,King,Ballard High School,High,42.2,45.4,"1,843",5,118,43,3,1380,150,144,0.3%,6.4%,2.3%,0.2%,74.9%,8.1%,7.8%
4128,2019-20,17415,Kent School District,King,Kentwood High School,High,75.8,74,"1,890",7,452,192,36,687,163,353,0.4%,23.9%,10.2%,1.9%,36.3%,8.6%,18.7%
2850,2019-20,17410,Snoqualmie Valley School District,King,Mount Si High School,High,34.4,24,"1,942",11,117,16,7,1559,85,147,0.6%,6.0%,0.8%,0.4%,80.3%,4.4%,7.6%
2426,2019-20,31004,Lake Stevens School District,Snohomish,Lake Stevens Sr High School,High,49.6,42.9,"1,949",5,84,40,12,1336,174,298,0.3%,4.3%,2.1%,0.6%,68.5%,8.9%,15.3%
2797,2019-20,17415,Kent School District,King,Kent-Meridian High School,High,78.2,77.8,"1,962",3,408,366,91,326,128,640,0.2%,20.8%,18.7%,4.6%,16.6%,6.5%,32.6%
3640,2019-20,17415,Kent School District,King,Kentridge High School,High,75.9,73.1,"2,017",7,610,224,28,659,204,285,0.3%,30.2%,11.1%,1.4%,32.7%,10.1%,14.1%
3528,2019-20,17414,Lake Washington School District,King,Redmond High,High,65.3,56.4,"2,095",2,555,56,2,1058,167,255,0.1%,26.5%,2.7%,0.1%,50.5%,8.0%,12.2%
4433,2019-20,31006,Mukilteo School District,Snohomish,Kamiak High School,High,67.4,59.9,"2,098",8,444,81,6,1049,243,267,0.4%,21.2%,3.9%,0.3%,50.0%,11.6%,12.7%
4439,2019-20,17414,Lake Washington School District,King,Eastlake High School,High,57.7,44,"2,159",2,556,18,1,1270,144,168,0.1%,25.8%,0.8%,0.0%,58.8%,6.7%,7.8%
4495,2019-20,17411,Issaquah School District,King,Skyline High School,High,60.8,56,"2,245",2,842,26,8,1109,113,145,0.1%,37.5%,1.2%,0.4%,49.4%,5.0%,6.5%
4438,2019-20,31002,Everett School District,Snohomish,Henry M. Jackson High School,High,65.2,58.5,"2,274",4,503,71,5,1187,189,315,0.2%,22.1%,3.1%,0.2%,52.2%,8.3%,13.9%
3688,2019-20,31006,Mukilteo School District,Snohomish,Mariner High School,High,73.7,72.7,"2,425",19,339,269,43,639,153,963,0.8%,14.0%,11.1%,1.8%,26.4%,6.3%,39.7%
3385,2019-20,17411,Issaquah School District,King,Issaquah High School,High,60.1,54.4,"2,494",7,654,55,12,1409,164,193,0.3%,26.2%,2.2%,0.5%,56.5%,6.6%,7.7%
2849,2019-20,17409,Tahoma School District,King,Tahoma Senior High School,High,45.5,37.8,"2,752",12,153,58,17,1990,239,283,0.4%,5.6%,2.1%,0.6%,72.3%,8.7%,10.3%
